recept,ingrediënten,url
"Plaattaart met rode ui, prei, paprika, spekjes en kaas","['1 rol bladerdeeg*', '125 gr. crème fraiche', '100 gr. spekreepjes', '1 rode ui', '1 prei', '1 oranje paprika', '3 lenteuitjes', '150 gr. geraspte kaas, belegen', 'rozemarijn', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/plaattaart-met-rode-ui-prei-paprika-spekjes-en-kaas/
"Witte bonen in tomatensaus met merguez worstjes, paprika en mozzarella","['800 gr. witte bonen in tomatensaus', '150 gr. merguez worstjes', ""2 oranje paprika's"", '1 bol buffelmozzarella', 'verse basilicum', 'olijfolie', 'peper']",https://kookidee.nl/recepten/hoofdgerecht/witte-bonen-in-tomatensaus-met-merguez-worstjes-paprika-en-mozzarella/
"Rucola, shiitake, mihoen en wortelreepjes met biefstuk en dragonsaus","['300 gr. biefstuk', '240 gr. mihoen', '100 gr. rucola', '100 gr. shiitake', '150 gr. wortelreepjes', 'handje waterkers', 'Parmezaanse kaas', 'arachideolie', '250 gr. ricotta', 'handje verse dragon']",https://kookidee.nl/recepten/hoofdgerecht/rucola-shiitake-mihoen-en-wortelreepjes-met-biefstuk-en-dragonsaus/
"Pasta met pesto-champignons, gele paprika, gedroogde ham en burrata","['200 gr. pasta, bv. fusilli', '250 gr. kastanjechampignons', '150 gr. burrata', ""2 gele paprika's"", '2 sjalotjes', '75 gr. veldsla', '75 gr. rucola', '35 gr. pijnboompitjes', '100 gr.\xa0prosciutto crudo', '150 g. cherrytomaatjes', '1/2 komkommer', '2 tl. groene pesto', 'olijfolie', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/pasta-met-pesto-champignons-gele-paprika-gedroogde-ham-en-burrata/
Broodje hotdog teriyaki met taugé en gebakken uitjes,"['4 pistoletjes', '4 chipolataworstjes', '100 gr. slamelange, bv. Misticanza', '100 gr. taugé', '2 lenteuitjes', '1 rode peper', 'komkommer', 'gebakken uitjes', 'teriyaki', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/broodje-hotdog-teriyaki-met-tauge-en-gebakken-uitjes/
Pompoensoep met zoete aardappel en Parmezaanse kaas,"['1 1/2 l. groentebouillon', '1 pompoen', '2 zoete aardappels', '1 grote ui', '2 teentjes knoflook', 'rozemarijn', 'peper en zout', 'olijfolie', 'Parmezaanse kaas']",https://kookidee.nl/recepten/soep/pompoensoep-met-zoete-aardappel-en-parmezaanse-kaas/
"Knäckebröd met smeerkaas, kalkoenfilet, komkommer, tomaat en tuinkers","['2 stuks\xa0Knäckebröd', 'smeerkaas, 20+', '2 plakjes kalkoenfilet', 'stukje komkommer', '2 cherrytomaatjes', 'mayonaise (bv. halvanaise)', 'tuinkers', 'peper']",https://kookidee.nl/recepten/ontbijt/knackebrod-met-smeerkaas-kalkoenfilet-komkommer-tomaat-en-tuinkers/
Bietenstamppot met gebakken spekjes en gekarameliseerde ui en walnoot met zeezout,"['800 gr. aardappelen, kruimig', '800 gr. geraspte bietjes', '200 gr. spekreepjes', '100 gr. walnoten', '2 uien', 'donkere basterdsuiker', 'roomboter', 'scheutje melk', 'peper en zout', 'grof zeezout']",https://kookidee.nl/recepten/hoofdgerecht/bietenstamppot-met-gebakken-spekjes-en-gekarameliseerde-ui-en-walnoot-met-zeezout/
Bietenflapjes: rode bietjes met gebakken ui en brie in bladerdeeg,"['8 plakjes bladerdeeg', '400 gr. gekookte rode biet, geraspt', 'stukje brie', '1 flinke ui', '1 ei', 'boter', '800 gr. aardappels, kruimig', 'grof zeezout', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/bietenflapjes-rode-bietjes-met-gebakken-ui-en-brie-in-bladerdeeg/
"Roergebakken paprika, rijst en omelet met hoisin saus en zoete chilisaus","['300 gr. basmati rijst', '1 kg. paprika (rood, oranje, geel)', '100 gr. hoisin saus', 'sweet chilisaus naar smaak', '6 eieren', 'wokolie', 'peper en zout', 'beetje boter om te bakken']",https://kookidee.nl/recepten/hoofdgerecht/roergebakken-paprika-rijst-en-omelet-met-hoisin-saus-en-zoete-chilisaus/
"Pasta met gehakt, courgette, prei, paprika en gesmolten kaas","['300 gr. pasta, bv. spaghetti', '400 gr. tomatensaus', '300 gr. rundergehakt', '250 gr. champignons', '1 courgette', '1 prei', '1 rode paprika', '1 flinke ui', '2 teentjes knoflook', '1 el. tomatenpuree', '150 gr. kaas, geraspt', 'Parmezaanse kaas', 'basilicum', 'olijfolie', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/pasta-met-gehakt-courgette-prei-paprika-en-gesmolten-kaas/
"Knäckebröd met smeerkaas, kalkoenfilet, jonge kaas, radijs en tuinkers","[""2 Knäckebröd, bv. 'Vezelrijk'"", 'smeerkaas, 20+', '2 plakjes kalkoenfilet', '2 plakjes jonge kaas', 'komkommer', '2 radijsjes', 'tuinkers', 'peper']",https://kookidee.nl/recepten/ontbijt/knackebrod-met-smeerkaas-kalkoenfilet-jonge-kaas-radijs-en-tuinkers/
"Noedels met roergebakken paksoi, shiitake, taugé en gegrilde biefstukreepjes","['ca. 300 gr. udon noedels', 'ca. 250 gr. biefstuk', '100 gr. shiitake', '1 paksoi', '1 rode paprika', '1 rode ui', '150 gr. taugé', '1 rode peper', '5 el. hoisin saus', 'sojasaus', '3 teentjes knoflook', 'verse gember', 'peper en zout', 'sesamzaad', 'gebakken uitjes', 'kroepoek', 'wokolie']",https://kookidee.nl/recepten/hoofdgerecht/noedels-met-roergebakken-paksoi-shiitake-tauge-en-gegrilde-biefstukreepjes/
"Tagliatelle met gebakken knoflookbrood, courgette en kippendij","['300 gr. tagliatelle', '250 gr. kippendij', '2 courgettes', '1 rode paprika', '1 grote ui', '3 tenen knoflook', '3 sneetjes oud brood', '2tl. groene pesto', 'Italiaanse kruiden', '35 gr. pijnboompitjes', 'Parmezaanse kaas', 'peper', 'grof zeezout', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/tagliatelle-met-gebakken-knoflookbrood-courgette-en-kippendij/
"Wraps met kip teriyaki, bimi, kastanjechampignons en taugé","['8 wraps', '250 gr. kippendijfilet', '250 gr. kastanjechampignons', '200 gr. bimi (aspergebroccoli)', '1 teen knoflook', '1 rode paprika', '200 gr. taugé', '1/2 flesje teriyaki woksaus', 'wokolie', 'peper en zout', 'gebakken uitjes', 'kroepoek, optioneel']",https://kookidee.nl/recepten/hoofdgerecht/wraps-met-kip-teriyaki-bimi-kastanjechampignons-en-tauge/
Roerei met gerookte zalm en bieslook,"['9 eieren*', '80 gr. roomboter', 'scheutje melk of room', 'handje verse bieslook', '100 gr. gerookte zalm', 'witte boterhammen, geroosterd', 'peper en zout']",https://kookidee.nl/recepten/ontbijt/roerei-met-gerookte-zalm-en-bieslook/
"Broodje kalkoen met kaas, augurk, ei en mayonaise","['1 stokbroodje', 'paar plakjes kalkoenfilet', 'paar plakjes jonge kaas', 'paar cherrytomaatjes', 'stukje komkommer', 'paar augurken', 'mayonaise', 'peper en zout']",https://kookidee.nl/recepten/lunchgerecht/broodje-kalkoen-met-kaas-augurk-ei-en-mayonaise/
"Pasta met snijbonen, champignons, paprika en pesto","['300 gr. spaghetti', '400 gr. snijbonen', '250 gr. champignons', '2 uien', '2 tenen knoflook', '2 tl. groene pesto', '1 oranje paprika', 'Italiaanse kruiden', 'peper en zout', 'olijfolie', '35 gr. pijnboompitjes', 'Parmezaanse kaas', 'handje verse basilicum']",https://kookidee.nl/recepten/hoofdgerecht/pasta-met-snijbonen-champignons-paprika-en-pesto/
"Pastasalade met babyspinazie, avocado, paprika, mozzarella en parmaham","['250 gr. pasta, bv. fusilli', '150 gr. mini mozzarella', '150 gr. parmaham', '100 gr. babyspinazie', ""2 avocado's"", ""2 rode paprika's"", '1 komkommer', '35 gr. pijnboompitjes', 'Parmezaanse kaas', 'Italiaanse kruiden', 'peper en zout', 'olijfolie']",https://kookidee.nl/recepten/salade/pastasalade-met-babyspinazie-avocado-paprika-mozzarella-en-parmaham/
"Plaattaart met prei, ui, tomaat, champignons en Coburger ham","['6 plakjes bladerdeeg', '2 preien', 'handje cherrytomaatjes', '1 ui', '125 gr. champignons', '4 el. crème fraiche', '4 eieren', '150 gr. belegen kaas, geraspt', '100 gr. Coburger ham', 'peper en zout', 'paar takjes rozemarijn']",https://kookidee.nl/recepten/hoofdgerecht/plaattaart-met-prei-ui-tomaat-champignons-en-coburger-ham/
Kabeljauw- en groenteschotel uit de oven met aardappel wedges,"['2 flinke kabeljauwhaasjes', '1 courgette', '1 rode paprika', '1 prei', '1 ui', '300 gr. bospeen', 'groene pesto', 'peper en zout', 'olijfolie', '800 gr. aardappels, kruimig', 'paprikapoeder', 'grof zeezout', 'olijfolie', 'boter']",https://kookidee.nl/recepten/hoofdgerecht/kabeljauw-en-groenteschotel-uit-de-oven-met-aardappel-wedges/
Tosti wraps met ham en kaas,"['1 wrap', 'wat geraspte kaas', 'plak ham']",https://kookidee.nl/recepten/lunchgerecht/tosti-wraps-met-ham-en-kaas/
"Flammkuchen met ei, sjalotjes, kruiden en kaas","['300 gr. bloem', '150 ml. water, handwarm', '60 ml. olijfolie', '1/2 tl. zout', '125 gr. crème fraiche', '4 eieren', '4 sjalotjes', 'Italiaanse of Provençaalse kruiden', '150 gr. Gruyère, geraspt', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/flammkuchen-met-ei-sjalotjes-kruiden-en-kaas/
Frozen yoghurt met blauwe bes en framboos,"['250 gr. blauwe bes en framboos, diepvries', '250 gr. yoghurt (mager of vol)', 'scheutje vloeibare honing']",https://kookidee.nl/recepten/desserts/frozen-yoghurt-met-blauwe-bes-en-framboos/
"Roergebakken bimi, paprika, shiitake en varkensreepjes in zoetzure saus","['200 gr. zilvervliesrijst', '300 gr. varkensreepjes', '1 rode paprika', '1 gele paprika', '200 gr. bimi (aspergebroccoli)', '125 gr. taugé', '100 gr. shiitake', '1 rode ui', '2 tenen knoflook', '1/2 flesje zoetzure woksaus*', 'peper en zout', 'wokolie']",https://kookidee.nl/recepten/hoofdgerecht/roergebakken-bimi-paprika-shiitake-en-varkensreepjes-in-zoetzure-saus/
"Pastasalade met veldsla, rucola en ei","['4 eieren', '200 gr. pasta, bv. fusilli', '75 gr. veldsla', '75 gr. rucola', '1 rode paprika', '1 oranje paprika', '250 gr. cherrytomaatjes', '1 komkommer', 'geschaafde amandelen', 'Italiaanse kruiden', 'peper en zout', 'olijfolie', '4 el. Griekse yoghurt', '1 el. mayonaise', '1 tl. tomatenketchup', '1 tl. mosterd', 'scheutje azijn', 'scheutje olijfolie', 'handje verse bieslook', 'peper en zout']",https://kookidee.nl/recepten/salade/pastasalade-met-veldsla-rucola-en-ei/
Haverkoeken met chocolade en grof zeezout,"['200 gr. bloem', '200 gr. havermout', '150 gr. roomboter', '150 gr. lichte basterdsuiker', '50 gr. kristalsuiker', '8 gr. vanillesuiker', '100 gr. chocolade, 70% cacao', '2 eieren', '1 tl. bakpoeder', '1/2 tl. grof zeezout']",https://kookidee.nl/recepten/gebak/haverkoeken-met-chocolade-en-grof-zeezout/
"Wraps met roomkaas, veldsla, tomaat, zalm en bieslook","['8 wraps', 'ca. 200 gr. gerookte zalm, filet', '75 gr. veldsla', '1/2 komkommer', 'handje cherrytomaatjes', 'paar grote champignons', '1 sjalotje', 'roomkaas, bv. Philadelphia', 'verse bieslook', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/wraps-met-roomkaas-veldsla-tomaat-zalm-en-bieslook/
Broodje vegetarische hamburger met cheddar,"['4 hamburgerbroodjes', '4 vegetarische gegrilde hamburgers, AH', '4 plakjes cheddar', '2 trostomaten', '1/2 komkommer', 'handje ijsbergsla', '2 grote augurken', 'hamburgersaus', 'mayonaise']",https://kookidee.nl/recepten/hoofdgerecht/broodje-vegetarische-hamburger-met-cheddar/
"Gevuld stokbrood met gehakt, ontbijtspek en cheddar","['2 grote afbak stokbroden', '500 gr. rundergehakt', '250 gr. champignons', '1 rode ui', '1 ei', 'ca. 300 gr. ontbijtspek', 'stuk cheddar*', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/gevuld-stokbrood-met-gehakt-ontbijtspek-en-cheddar/
"Smoothie met peer, mandarijn en banaan","['4 mandarijnen', '2 peren', '1/2 banaan', '(kokos)water, optioneel']",https://kookidee.nl/recepten/smoothies-shakes/smoothie-met-peer-mandarijn-en-banaan/
"Pasta met gebakken courgette, prei, rode paprika en zalm","['250 gr. spaghetti', '2 zalmmoten, ca. 250 gr. per stuk', '2 courgettes', '2 preien', '1 rode paprika', '3 teentjes knoflook', 'Parmezaanse kaas', 'verse basilicum', 'Italiaanse kruiden', 'peper en zout', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/pasta-met-gebakken-courgette-prei-rode-paprika-en-zalm/
"Omelet met paprika, champignons, lenteuitjes en peterselie","['8 of 12 eieren*', '1 rode paprika', '250 gr. champignons', '6 lenteuitjes', 'ca. 50 gr. geraspte kaas', 'handje krulpeterselie', 'peper en zout', 'boter om te bakken']",https://kookidee.nl/recepten/hoofdgerecht/omelet-met-paprika-champignons-lenteuitjes-en-peterselie/
"Spaghetti met paddenstoelen, gegrilde courgette en geroosterde tomaatjes","['300 gr. spaghetti', '250 gr. cherrytomaatjes', '250 gr. gemengde paddenstoelen*', '1 courgette', '4 tenen knoflook', '1 ei', '25 gr. roomboter', 'Italiaanse kruiden', 'peper en zout', 'bloem', 'Parmezaanse kaas', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/spaghetti-met-paddenstoelen-gegrilde-courgette-en-geroosterde-tomaatjes/
"Quiche met brocccoli, groene asperges en Old Amsterdam","['5 plakjes deeg voor hartige taart', '1 broccoli', '100 gr. groene aspergetips', '1 rode ui', '100 gr. Old Amsterdam, geraspt*', '5 eieren', '200 gr. crème fraiche', 'grof zeezout', 'peper en zout', 'verse rozemarijn, enkele takjes', 'olijfolie', 'boter om in te vetten']",https://kookidee.nl/recepten/hoofdgerecht/quiche-met-brocccoli-groene-asperges-en-old-amsterdam/
"Spinazie wraps met kip pesto, pijnboompitjes en Parmezaanse kaas","['8 wraps', '600 gr. bladspinazie', '300 gr. kippendij', '250 gr. champignons', '35 gr. pijnboompitjes', '2 tl. groene pesto', 'Parmezaanse kaas', 'peper en zout', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/spinazie-wraps-met-kip-pesto-pijnboompitjes-en-parmezaanse-kaas/
"Panini met ham, camembert, plakjes champignon en lenteui","['2 afbakbroodjes*', 'ca. 125 gr. camembert', '2 plakken achterham', '2 flinke champignons', '1 lenteuitje', 'peper']",https://kookidee.nl/recepten/lunchgerecht/panini-met-ham-camembert-plakjes-champignon-en-lenteui/
Aubergine stamppot met chipolataworstjes en mozzarella,"['800 gr. aardappels, kruimig', '2 aubergines', '2 uien', '2 tenen knoflook', '1 bol buffelmozzarella', '8 chipolataworstjes', '50 gr. roomboter + klontje extra', 'olijfolie', 'Italiaanse kruiden', 'peper en zout', 'verse basilicum']",https://kookidee.nl/recepten/hoofdgerecht/aubergine-stamppot-met-chipolataworstjes-en-mozzarella/
"Quesadilla’s met kipfilet, paprika, champignons en kaas","['8 wraps', '125 gr. champignons', '16 plakjes kipfilet', '1 rode paprika', '6 lenteuitjes', '150 gr. geraspte jonge kaas', '50 gr. rucola', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/quesadillas-met-kipfilet-paprika-champignons-en-kaas/
"Roergebakken spruitjes met taugé, kippendij en pindasaus","['300 gr. kippendijfilet', '250 gr. rijst, bv. basmatirijst', '500 gr. spruitjes', '250 gr. pindasaus', '200 gr. taugé', '1 gele paprika', '1 ui', '2 tenen knoflook', 'wokolie', 'gebakken uitjes', 'kroepoek', '1 el. arachideolie', '1 el. oestersaus', '1 el. sojasaus', '1/2 tl. uienpoeder', '1/2 tl. knoflookpoeder', '1/2 tl. citroengras (gemalen)', 'peper']",https://kookidee.nl/recepten/hoofdgerecht/roergebakken-spruitjes-met-tauge-kippendij-en-pindasaus/
"Quiche met prei, walnoot, camembert en lenteuitjes","['5 plakjes deeg voor hartige taart', '3 preien', '6 lenteuitjes', '4 eieren', '200 gr. crème fraiche', 'ca. 125 gr. camembert', '100 gr. walnoten', 'peper en zout', 'olijfolie', 'boter om in te vetten']",https://kookidee.nl/recepten/hoofdgerecht/quiche-met-prei-walnoot-camembert-en-lenteuitjes/
Hete bliksem met gebakken spekjes en rookworst,"['1 kg. aardappels, kruimig', '3 zoete appels (ca 500 gr.)*', '3 zure appels (ca. 500 gr.)*', '3 uien', '200 gr. spekreepjes', '1 rookworst', '2 el. bruine basterdsuiker', '1 el. mosterd', '50 gr. roomboter', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/hete-bliksem-met-gebakken-spekjes-en-rookworst/
Broodje gegrilde kip met taugé,"['1 kipfilet, ca. 200 gr.', '2 broodjes naar keuze', 'ca 50 gr. taugé', 'Italiaanse kruiden', 'peper', 'olijfolie', '2 el. crème fraiche', '1 el. mayonaise', '1 el. yoghurt', '1 tl. mosterd', '2 augurken', '1 tl. cajunkruiden']",https://kookidee.nl/recepten/lunchgerecht/broodje-gegrilde-kip-met-tauge/
Courgette ijsbergsla stamppot met kaas en beenham,"['800 gr. aardappels, kruimig', 'krop ijsbergsla', '1 courgette', '2 uien', '100 gr. jonge kaas', '1 beenham, ca. 500 gr.', '50 gr. roomboter + wat extra', 'olijfolie', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/courgette-ijsbergsla-stamppot-met-kaas-en-beenham/
Zelf cajunkruiden maken,"['2 tl. uienpoeder', '2 tl. paprikapoeder', '2 tl. knoflookpoeder', '1 tl. gedroogde oregano', '1 tl. zwarte peper', '1 tl. cayennepeper', '1 tl. zout', '1 tl. gedroogde basilicum', '1/2 tl. gedroogde tijm']",https://kookidee.nl/recepten/basics/zelf-cajunkruiden-maken/
"Roergebakken snijbonen met bospeen, lenteui, shiitakes, kip en oestersaus","['300 gr. mie', '300 gr. kippendij', '500 gr. snijbonen', '250 gr. bospeen', '100 gr. shiitakes', '6 lenteuitjes', '1 sjalotje', '2 tenen knoflook', '5 el. oestersaus', 'sojasaus', 'peper en zout', 'wokolie', 'ketjap manis, optioneel']",https://kookidee.nl/recepten/hoofdgerecht/roergebakken-snijbonen-met-bospeen-lenteui-shiitakes-kip-en-oestersaus/
"Sperziebonen, courgette, shiitake, cashewnoten en reepjes biefstuk met teriyakisaus","['300 gr. mie', '300 gr. biefstuk', '500 gr. sperziebonen', '1 courgette', '100 gr. shiitakes', '150 gr. cashewnoten', '150 ml. teriyakisaus', 'wokolie', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/sperziebonen-courgette-shiitake-cashewnoten-en-reepjes-biefstuk-met-teriyakisaus/
"Plukbrood met kruidenboter, pancetta, kaas en bieslook","['1 ongesneden (rond) brood', '100 gr. pancetta', '150 gr. kruidenboter', 'stukje jong belegen kaas', 'verse bieslook']",https://kookidee.nl/recepten/tussendoortjes/plukbrood-met-kruidenboter-pancetta-kaas-en-bieslook/
"Pizza met parmaham, champignons, mozzarella, truffelolie en veldsla","['300 gr. pizzadeeg, recept', 'ca. 200 gr. tomatensaus/pizzasaus', '70 gr. parmaham', '150 gr. champignons', '1 rode paprika', '1 bol buffelmozzarella', '50 gr. veldsla', 'oregano, gedroogd', 'peper en zout', 'truffelolie']",https://kookidee.nl/recepten/hoofdgerecht/pizza-met-parmaham-champignons-mozzarella-truffelolie-en-veldsla/
Witlof met prosciutto en mozzarella en aardappels uit de oven,"['800 gr. aardappels, kruimig', '8 stronkjes witlof', '8 grote plakken proscioutto crudo', '2 bollen buffelmozzarella', '100 gr. belegen kaas, geraspt', 'rozemarijn', 'grof zeezout', 'olijfolie', 'peper en zout', 'boter om in te vetten']",https://kookidee.nl/recepten/hoofdgerecht/witlof-met-prosciutto-en-mozzarella-en-aardappels-uit-de-oven/
Makkelijke erwtensoep met spekjes en worst,"['750 gr. spliterwten', '4 schouderkarbonades', '200 gr. spekreepjes', '4 preien', '1 knolselderij', '2 grote uien', '2 aardappels', '1 winterpeen', '40 gr. selderij', '2 groentebouillonblokjes', '2 rookworsten', 'peper en zout']",https://kookidee.nl/recepten/soep/makkelijke-erwtensoep-met-spekjes-en-worst/
Wraps met zoet pikante kip en roergebakken groenten,"['8 wraps', '300 gr. kippendij', '200 gr. sperziebonen', '250 gr. kastanjechampignons', '1 rode paprika', '1 gele paprika', '100 gr. taugé', '1 prei', '6 lenteuitjes', 'wokolie', '1/2 tl. sambal', '1 tl. trassie', 'sojasaus', 'vloeibare honing', 'peper en zout', 'zoete chilisaus', 'kroepoek']",https://kookidee.nl/recepten/hoofdgerecht/wraps-met-zoet-pikante-kip-en-roergebakken-groenten/
"Yoghurt met aardbeien, bessen, druiven en havermout","['200 gr. volle yoghurt', '5 aardbeien', '10\xa0rode druiven', 'handje Kaapse goudbessen', 'handje blauwe bessen', '1 el. havermout', '1 tl. lijnzaad', 'vloeibare honing, optioneel']",https://kookidee.nl/recepten/ontbijt/yoghurt-met-aardbeien-bessen-druiven-en-havermout/
